PORT_ID,PORT_NAME,MONTH_YEAR,total_arrivals,vessel_count,teu_capacity_total,ceu_capacity_total
2709,SHIDAO,2025-06,6,4,5353,0
2709,SHIDAO,2025-07,4,2,4102,0
2709,SHIDAO,2025-08,1,1,1040,0
2710,SHEKOU,2024-01,291,238,1224693,0
2710,SHEKOU,2024-02,250,204,989505,0
2710,SHEKOU,2024-03,279,220,1159885,28
2710,SHEKOU,2024-04,289,239,1209804,28
2710,SHEKOU,2024-05,282,229,1211008,0
2710,SHEKOU,2024-06,276,225,1193167,0
2710,SHEKOU,2024-07,299,245,1268489,0
2710,SHEKOU,2024-08,314,249,1333703,0
2710,SHEKOU,2024-09,275,230,1258161,0
2710,SHEKOU,2024-10,291,250,1276402,0
2710,SHEKOU,2024-11,278,236,1206689,0
2710,SHEKOU,2024-12,308,248,1419117,0
2710,SHEKOU,2025-01,256,217,1211029,0
2710,SHEKOU,2025-02,245,213,1107214,0
2710,SHEKOU,2025-03,279,223,1259471,0
2710,SHEKOU,2025-04,309,241,1482067,0
2710,SHEKOU,2025-05,314,247,1415862,0
2710,SHEKOU,2025-06,292,228,1291506,0
2710,SHEKOU,2025-07,304,245,1244504,0
2710,SHEKOU,2025-08,95,93,413197,0
2711,TAICANG,2024-01,127,50,153078,0
2711,TAICANG,2024-02,124,59,169972,0
2711,TAICANG,2024-03,120,51,144833,0
2711,TAICANG,2024-04,122,53,147613,0
2711,TAICANG,2024-05,132,54,159230,0
2711,TAICANG,2024-06,131,54,159799,0
2711,TAICANG,2024-07,133,57,169986,0
2711,TAICANG,2024-08,135,54,176153,0
2711,TAICANG,2024-09,124,61,148764,0
2711,TAICANG,2024-10,125,57,142155,0
2711,TAICANG,2024-11,118,56,136892,0
2711,TAICANG,2024-12,125,56,146712,0
2711,TAICANG,2025-01,122,56,146275,0
2711,TAICANG,2025-02,128,62,156220,0
2711,TAICANG,2025-03,137,57,154385,0
2711,TAICANG,2025-04,132,57,161138,0
2711,TAICANG,2025-05,135,60,157064,0
2711,TAICANG,2025-06,131,58,159565,0
2711,TAICANG,2025-07,120,57,131353,0
2711,TAICANG,2025-08,50,40,61465,0
2712,ZHANGJIAGANG,2024-01,32,10,20594,0
2712,ZHANGJIAGANG,2024-02,27,10,18602,0
2712,ZHANGJIAGANG,2024-03,37,10,24168,0
2712,ZHANGJIAGANG,2024-04,34,8,24025,0
2712,ZHANGJIAGANG,2024-05,36,11,24489,0
2712,ZHANGJIAGANG,2024-06,32,9,25701,0
2712,ZHANGJIAGANG,2024-07,30,10,22812,0
2712,ZHANGJIAGANG,2024-08,31,7,20889,0
2712,ZHANGJIAGANG,2024-09,34,9,27712,0
2712,ZHANGJIAGANG,2024-10,37,13,31331,0
2712,ZHANGJIAGANG,2024-11,34,12,31117,0
2712,ZHANGJIAGANG,2024-12,35,12,30741,0
2712,ZHANGJIAGANG,2025-01,38,13,31608,0
2712,ZHANGJIAGANG,2025-02,29,12,29565,0
2712,ZHANGJIAGANG,2025-03,28,11,21774,0
2712,ZHANGJIAGANG,2025-04,31,9,25573,0
2712,ZHANGJIAGANG,2025-05,33,11,31679,1500
2712,ZHANGJIAGANG,2025-06,53,13,104429,0
2712,ZHANGJIAGANG,2025-07,35,12,27447,0
2712,ZHANGJIAGANG,2025-08,17,11,16727,0
2733,PANJIN,2024-01,1,1,2838,0
2733,PANJIN,2024-02,2,2,7589,0
2733,PANJIN,2024-07,1,1,2400,0
2733,PANJIN,2024-09,2,2,8500,0
2733,PANJIN,2024-10,4,2,17000,0
2733,PANJIN,2024-11,4,2,17000,0
2733,PANJIN,2024-12,3,2,12750,0
2733,PANJIN,2025-01,1,1,4250,0
2745,NANJING,2024-01,70,28,57473,0
2745,NANJING,2024-02,57,24,45255,0
2745,NANJING,2024-03,64,24,52360,0
2745,NANJING,2024-04,71,25,54575,0
2745,NANJING,2024-05,70,26,57105,0
2745,NANJING,2024-06,66,25,51757,0
2745,NANJING,2024-07,59,26,46486,0
2745,NANJING,2024-08,66,25,53178,0
2745,NANJING,2024-09,57,25,45469,0
2745,NANJING,2024-10,59,24,46545,0
2745,NANJING,2024-11,67,27,51692,0
2745,NANJING,2024-12,71,28,56515,0
2745,NANJING,2025-01,63,27,49794,0
2745,NANJING,2025-02,54,26,43923,0
2745,NANJING,2025-03,64,28,50553,0
2745,NANJING,2025-04,68,26,52552,0
2745,NANJING,2025-05,75,27,58856,0
2745,NANJING,2025-06,69,26,51802,0
2745,NANJING,2025-07,70,27,56425,0
2745,NANJING,2025-08,25,20,18074,0
2746,MAANSHAN,2024-01,3,3,2410,0
2746,MAANSHAN,2024-02,5,4,2415,0
2746,MAANSHAN,2024-04,3,3,1612,0
2746,MAANSHAN,2024-05,2,2,1056,0
2746,MAANSHAN,2024-08,1,1,556,0
2746,MAANSHAN,2024-10,1,1,556,0
2746,MAANSHAN,2025-01,1,1,556,0
2746,MAANSHAN,2025-06,1,1,500,0
308,YANGPU,2024-01,20,15,52723,0
308,YANGPU,2024-02,29,20,91908,0
308,YANGPU,2024-03,29,17,78867,0
308,YANGPU,2024-04,31,20,101610,0
308,YANGPU,2024-05,41,24,145049,0
308,YANGPU,2024-06,35,20,128045,0
308,YANGPU,2024-07,21,17,67668,0
308,YANGPU,2024-08,25,17,68779,0
308,YANGPU,2024-09,25,18,66361,0
308,YANGPU,2024-10,34,22,96632,0
308,YANGPU,2024-11,29,20,84153,0
308,YANGPU,2024-12,36,24,97105,0
308,YANGPU,2025-01,30,22,82038,0
308,YANGPU,2025-02,28,20,55938,0
308,YANGPU,2025-03,40,27,100855,0
308,YANGPU,2025-04,41,25,99854,0
308,YANGPU,2025-05,52,34,169978,0
308,YANGPU,2025-06,47,33,163547,0
308,YANGPU,2025-07,51,34,163828,0
308,YANGPU,2025-08,14,14,60570,0
309,TIANJIN,2024-01,368,250,1522364,0
309,TIANJIN,2024-02,319,205,1265992,0
309,TIANJIN,2024-03,336,229,1437076,0
309,TIANJIN,2024-04,318,217,1387967,0
309,TIANJIN,2024-05,330,227,1493759,0
309,TIANJIN,2024-06,315,222,1364958,0
309,TIANJIN,2024-07,311,214,1354588,0
309,TIANJIN,2024-08,306,225,1471347,0
309,TIANJIN,2024-09,309,227,1376808,0
309,TIANJIN,2024-10,305,231,1445496,1500
309,TIANJIN,2024-11,303,224,1406473,0
309,TIANJIN,2024-12,346,241,1687634,1500
309,TIANJIN,2025-01,345,239,1562747,1500
309,TIANJIN,2025-02,312,222,1405545,0
309,TIANJIN,2025-03,354,259,1696391,0
309,TIANJIN,2025-04,344,255,1621202,0
309,TIANJIN,2025-05,370,256,1702256,0
309,TIANJIN,2025-06,344,251,1499437,0
309,TIANJIN,2025-07,351,248,1635586,0
309,TIANJIN,2025-08,104,98,448292,0
3108,DA CHAN BAY,2024-01,38,32,184048,0
3108,DA CHAN BAY,2024-02,26,25,126839,0
3108,DA CHAN BAY,2024-03,31,29,145850,0
3108,DA CHAN BAY,2024-04,26,22,126836,0
3108,DA CHAN BAY,2024-05,28,24,160635,0
3108,DA CHAN BAY,2024-06,28,25,132368,0
3108,DA CHAN BAY,2024-07,36,31,191910,0
3108,DA CHAN BAY,2024-08,38,33,212861,0
3108,DA CHAN BAY,2024-09,35,31,179221,0
3108,DA CHAN BAY,2024-10,43,38,228049,0
3108,DA CHAN BAY,2024-11,36,32,177901,0
3108,DA CHAN BAY,2024-12,39,35,228490,0
3108,DA CHAN BAY,2025-01,47,44,258574,0
3108,DA CHAN BAY,2025-02,31,29,154477,0
3108,DA CHAN BAY,2025-03,40,35,220126,0
3108,DA CHAN BAY,2025-04,37,34,179058,0
3108,DA CHAN BAY,2025-05,33,29,166479,0
3108,DA CHAN BAY,2025-06,35,31,183072,0
3108,DA CHAN BAY,2025-07,34,28,197882,0
3108,DA CHAN BAY,2025-08,14,13,68090,0
3120,MCID,2024-01,5,2,4259,0
3120,MCID,2024-02,4,1,3660,0
3120,MCID,2024-03,4,1,3660,0
3120,MCID,2024-04,2,1,1830,0
3120,MCID,2024-05,1,1,915,0
3120,MCID,2024-07,1,1,915,0
3120,MCID,2024-08,2,1,1830,0
3120,MCID,2024-09,3,1,2745,0
3120,MCID,2024-10,3,1,2745,0
3120,MCID,2024-11,3,1,2745,0
3120,MCID,2024-12,1,1,915,0
3120,MCID,2025-04,1,1,915,0
3120,MCID,2025-05,1,1,915,0
3120,MCID,2025-08,1,1,915,0
3140,GUANGAO,2024-01,72,50,167675,0
3140,GUANGAO,2024-02,42,34,92394,0
3140,GUANGAO,2024-03,64,49,144801,28
3140,GUANGAO,2024-04,63,46,140871,0
3140,GUANGAO,2024-05,58,40,118848,0
3140,GUANGAO,2024-06,58,42,133825,0
3140,GUANGAO,2024-07,53,34,157353,0
3140,GUANGAO,2024-08,60,41,128451,0
3140,GUANGAO,2024-09,55,44,132084,0
3140,GUANGAO,2024-10,57,42,129581,0
3140,GUANGAO,2024-11,57,43,131698,0
3140,GUANGAO,2024-12,59,44,132256,0
3140,GUANGAO,2025-01,53,44,127257,0
3140,GUANGAO,2025-02,36,30,88578,0
3140,GUANGAO,2025-03,66,45,145645,0
3140,GUANGAO,2025-04,65,45,147049,0
3140,GUANGAO,2025-05,63,43,141416,0
3140,GUANGAO,2025-06,63,43,126910,0
3140,GUANGAO,2025-07,58,40,120779,0
3140,GUANGAO,2025-08,20,19,42840,0
3144,GULEI,2024-03,1,1,629,0
3149,WEITOU,2024-01,15,4,23104,0
3149,WEITOU,2024-02,3,3,3238,0
3149,WEITOU,2024-03,11,3,11561,0
3149,WEITOU,2024-04,6,2,5974,0
3149,WEITOU,2024-05,7,4,6772,0
3149,WEITOU,2024-06,11,4,19114,0
3149,WEITOU,2024-07,12,6,20430,0
3149,WEITOU,2024-08,6,4,10353,0
3149,WEITOU,2024-09,7,4,19011,0
3149,WEITOU,2024-10,11,5,30398,0
3149,WEITOU,2024-11,10,4,25289,0
3149,WEITOU,2024-12,10,5,33082,0
3149,WEITOU,2025-01,11,6,30747,0
3149,WEITOU,2025-02,7,5,19314,0
3149,WEITOU,2025-03,9,4,18156,0
3149,WEITOU,2025-04,7,4,15513,0
3149,WEITOU,2025-05,12,5,28743,0
3149,WEITOU,2025-06,10,3,24708,0
3149,WEITOU,2025-07,5,3,9216,0
3149,WEITOU,2025-08,4,3,12299,0
3169,LIAN JIANG,2025-02,1,1,602,0
3169,LIAN JIANG,2025-05,1,1,2086,0
3234,MAJISHAN,2024-01,2,1,2452,0
3234,MAJISHAN,2024-03,2,1,2452,0
3234,MAJISHAN,2024-04,2,1,2452,0
3234,MAJISHAN,2024-05,2,1,2452,0
3234,MAJISHAN,2024-06,3,1,3678,0
3234,MAJISHAN,2024-07,2,1,2452,0
3234,MAJISHAN,2024-10,3,1,3012,0
3234,MAJISHAN,2025-04,2,1,3154,0
3242,JIANGYIN,2024-01,1,1,809,0
3242,JIANGYIN,2024-02,3,2,2465,0
3242,JIANGYIN,2024-03,1,1,303,0
3242,JIANGYIN,2024-04,4,2,4330,0
3242,JIANGYIN,2024-05,2,2,1762,0
3242,JIANGYIN,2024-06,2,2,3446,0
3242,JIANGYIN,2024-07,1,1,1762,0
3242,JIANGYIN,2024-08,2,2,2349,0
3242,JIANGYIN,2024-11,1,1,2046,0
3242,JIANGYIN,2024-12,1,1,303,0
3242,JIANGYIN,2025-02,3,3,4616,0
3242,JIANGYIN,2025-03,1,1,2572,0
3242,JIANGYIN,2025-05,2,2,2241,0
3242,JIANGYIN,2025-06,1,1,882,0
3242,JIANGYIN,2025-07,4,3,4005,0
3242,JIANGYIN,2025-08,1,1,882,0
3421,CAOFEIDIAN,2024-01,1,1,2500,0
3421,CAOFEIDIAN,2024-02,1,1,2500,0
3421,CAOFEIDIAN,2024-03,1,1,688,0
3421,CAOFEIDIAN,2024-05,2,2,1442,0
3421,CAOFEIDIAN,2024-06,3,1,1272,0
3421,CAOFEIDIAN,2024-07,4,2,3052,0
3421,CAOFEIDIAN,2024-08,4,1,1696,0
3421,CAOFEIDIAN,2024-09,2,1,848,0
3421,CAOFEIDIAN,2024-10,2,1,848,0
3421,CAOFEIDIAN,2024-11,3,2,1190,0
3421,CAOFEIDIAN,2024-12,4,2,1960,0
3421,CAOFEIDIAN,2025-01,2,1,848,0
3421,CAOFEIDIAN,2025-02,3,1,1272,0
3421,CAOFEIDIAN,2025-03,4,2,2612,0
3421,CAOFEIDIAN,2025-04,4,2,2154,0
3421,CAOFEIDIAN,2025-05,2,1,848,0
3421,CAOFEIDIAN,2025-06,3,1,1272,0
3421,CAOFEIDIAN,2025-07,3,1,1272,0
794,DALIAN,2024-01,238,164,806521,0
794,DALIAN,2024-02,194,154,665882,0
794,DALIAN,2024-03,231,158,786888,0
794,DALIAN,2024-04,214,152,741892,0
794,DALIAN,2024-05,225,148,788502,0
794,DALIAN,2024-06,213,146,726139,0
794,DALIAN,2024-07,210,149,697968,0
794,DALIAN,2024-08,226,152,750653,0
794,DALIAN,2024-09,209,150,677928,0
794,DALIAN,2024-10,209,151,768872,0
794,DALIAN,2024-11,185,142,677262,0
794,DALIAN,2024-12,212,151,751906,0
794,DALIAN,2025-01,213,156,733139,0
794,DALIAN,2025-02,176,143,645399,0
794,DALIAN,2025-03,254,174,849819,0
794,DALIAN,2025-04,217,164,735500,0
794,DALIAN,2025-05,236,165,847466,0
794,DALIAN,2025-06,220,156,690071,0
794,DALIAN,2025-07,230,160,813867,0
794,DALIAN,2025-08,72,68,206098,0
959,XIAMEN,2024-01,513,372,2306134,0
959,XIAMEN,2024-02,408,322,2025003,0
959,XIAMEN,2024-03,495,351,2112510,0
959,XIAMEN,2024-04,455,331,1990952,0
959,XIAMEN,2024-05,484,343,2151716,0
959,XIAMEN,2024-06,451,331,2104800,0
959,XIAMEN,2024-07,473,346,2115182,0
959,XIAMEN,2024-08,492,363,2261600,0
959,XIAMEN,2024-09,450,343,2037115,0
959,XIAMEN,2024-10,414,322,1928498,0
959,XIAMEN,2024-11,419,324,1987832,0
959,XIAMEN,2024-12,471,356,2136330,0
959,XIAMEN,2025-01,485,366,2265962,0
959,XIAMEN,2025-02,374,299,1616294,0
959,XIAMEN,2025-03,465,343,1889417,0
959,XIAMEN,2025-04,462,336,1906049,0
959,XIAMEN,2025-05,470,338,1916152,0
959,XIAMEN,2025-06,486,352,2095839,0
959,XIAMEN,2025-07,467,344,2082922,0
959,XIAMEN,2025-08,149,138,686570,0
